Sr.No,Stock,Sector,Shares Held or Principal Amt,Market Value,% of Portfolio,Previous % of Portfolio,Ranked,Change in Shares,% Change,% Ownership,Qtr 1st Owned,Estimated Avg Price Paid,Quarter End Price,Recent Price,Source,Source Date,Date Reported
1823,PLAB,INFORMATION TECHNOLOGY,9805463,166400000,0,0,1800,"78,778",,0.1592,Q4 2010,9.86,16.97,18.91,13F,2027-03-28,2027-05-09
1824,PEGA,INFORMATION TECHNOLOGY,2059608,166106000,0,0.01,1801,"64,982",0.03,0.0252,Q4 2009,58.2,80.65,44.78,13F,2027-03-29,2027-05-10
1825,FRME,FINANCE,3988756,165932000,0,0,1802,"33,505",,0.0671,Q4 2010,40.1,41.6,34.55,13F,2027-03-30,2027-05-11
1826,AMR,MATERIALS,1254015,165480000,0,0,1803,"445,482",-0.26,0.067,Q4 2018,45.99,131.96,122.51,13F,2027-03-31,2027-05-12
1827,ICF,REAL ESTATE,2327793,165297000,0,0,1804,"59,868",0.02,,Q4 2013,54.39,71.01,59.84,13F,2027-04-01,2027-05-13
1828,WMG,COMMUNICATIONS,4357240,164922000,0,0,1805,"24,192",,0.0318,Q2 2020,31.25,37.85,24.89,13F,2027-04-02,2027-05-14
1829,ALSN,CONSUMER DISCRETIONARY,4178160,164035000,0,0,1806,"36,064",,0.043,Q1 2012,37.9,39.26,37.08,13F,2027-04-03,2027-05-15
1830,ACI,CONSUMER STAPLES,4928873,163887000,0,0,1807,"132,874",0.02,0.0093,Q2 2020,20.08,33.25,26.42,13F,2027-04-04,2027-05-16
1831,FANG(CALL),ENERGY,1189300,163028000,0,0,1808,"516,600",0.76,,Q2 2021,,,106.71,13F,2027-04-05,2027-05-17
1832,SOFI,FINANCE,17239097,162910000,0,0.01,1809,"5,022,519",-0.22,0.0188,Q2 2021,15.86,9.45,5.91,13F,2027-04-06,2027-05-18
1833,CNNE,FINANCE,6810406,162903000,0,0.01,1810,"84,346",0.01,0.0802,Q4 2017,24.71,23.92,20.36,13F,2027-04-07,2027-05-19
1834,HLIO,INDUSTRIALS,2029405,162860000,0,0.01,1811,"37,888",-0.01,0.0625,Q4 2009,42.2,80.25,61.01,13F,2027-04-08,2027-05-20
1835,AGM,FINANCE,1500182,162741000,0,0,1812,"53,219",0.03,0.1619,Q4 2010,80.71,108.48,93.37,13F,2027-04-09,2027-05-21
1836,FARO,INFORMATION TECHNOLOGY,3134134,162723000,0,0.01,1813,"6,532",,0.1716,Q4 2010,47.5,51.92,28.14,13F,2027-04-10,2027-05-22
1837,DFIN,INFORMATION TECHNOLOGY,4873137,162079000,0,0.01,1814,"31,138",,0.1533,Q4 2016,19.66,33.26,30.16,13F,2027-04-11,2027-05-23
1838,GDS,COMMUNICATIONS,4128677,162051000,0,0.01,1815,"311,768",-0.07,0.0227,Q2 2017,46.14,39.25,26.8,13F,2027-04-12,2027-05-24
1839,CX,MATERIALS,30549500,161608000,0,0.01,1816,"321,942",-0.01,0.0208,Q2 2013,6.48,5.29,3.77,13F,2027-04-13,2027-05-25
1840,TROX,MATERIALS,8141779,161127000,0,0,1817,"336,103",0.04,0.0523,Q2 2013,18.65,19.79,15.1,13F,2027-04-14,2027-05-26
1841,GRAB,FINANCE,46013465,161045000,0,,1818,"46,013,465",,0.0124,Q1 2022,3.5,3.5,2.48,13F,2027-04-15,2027-05-27
1842,STBA,FINANCE,5429704,160610000,0,0,1819,"326,040",-0.05,0.1381,Q4 2009,35.46,29.58,27,13F,2027-04-16,2027-05-28
1843,MWA,INDUSTRIALS,12419563,160461000,0,0,1820,"287,130",-0.02,0.0791,Q2 2009,11.83,12.92,11.65,13F,2027-04-17,2027-05-29
1844,CSII,HEALTH CARE,7087402,160176000,0,0,1821,"80,138",0.01,0.1738,Q1 2012,34.18,22.6,15,13F,2027-04-18,2027-05-30
1845,SAFE,REAL ESTATE,2884020,159921000,0,0.01,1822,"24,790",,0.0466,Q3 2017,48.06,55.45,38.87,13F,2027-04-19,2027-05-31
1846,DV,INFORMATION TECHNOLOGY,6349707,159822000,0,0,1823,"2,176,812",0.52,0.0388,Q2 2021,33.14,25.17,22.52,13F,2027-04-20,2027-06-01
1847,OCDX,HEALTH CARE,8564333,159810000,0,0,1824,"167,745",-0.01,,Q1 2021,19.6,18.66,,13F,2027-04-21,2027-06-02
1848,HA,TRANSPORTS,8103683,159645000,0,0,1825,"79,861",,0.1579,Q4 2010,38.94,19.7,14.88,13F,2027-04-22,2027-06-03
1849,AGL,HEALTH CARE,6278781,159167000,0,0.01,1826,"1,687,352",-0.21,0.0154,Q2 2021,38.96,25.35,25.99,13F,2027-04-23,2027-06-04
1850,LAZ,FINANCE,4606153,158912000,0,0,1827,"206,787",0.04,0.0408,Q1 2016,44.51,34.5,32.11,13F,2027-04-24,2027-06-05
1851,VICR,INDUSTRIALS,2249185,158681000,0,0.01,1828,"8,123",,0.0698,Q2 2015,30.97,70.55,52.37,13F,2027-04-25,2027-06-06
1852,VRRM,FINANCE,9741503,158592000,0,0,1829,"329,023",0.03,0.0624,Q4 2018,13.11,16.28,15.65,13F,2027-04-26,2027-06-07
1853,LU,COMMUNICATIONS,28468748,158571000,0,0,1830,"26,433,557",12.98,0.0125,Q4 2020,6.14,5.57,4.98,13F,2027-04-27,2027-06-08
1854,KFRC,INDUSTRIALS,2141339,158395000,0,0,1831,"38,549",-0.01,0.1001,Q2 2009,30.85,73.97,61.73,13F,2027-04-28,2027-06-09
1855,CHPT,FINANCE,7949979,158044000,0,0,1832,"38,564",,0.0235,Q2 2021,28.55,19.88,11.34,13F,2027-04-29,2027-06-10
1856,COMT,FINANCE,3935005,157597000,0,0,1833,"842,486",0.27,,Q2 2021,35.73,40.05,37.89,13F,2027-04-30,2027-06-11
1857,TMP,FINANCE,2010989,157401000,0,0,1834,"10,177",,0.1385,Q4 2010,80.61,78.27,70.79,13F,2027-05-01,2027-06-12
1858,FYBR,UTILITIES AND TELECOMMUNICATIONS,5684947,157304000,0,0,1835,"255,393",-0.04,0.0232,Q2 2021,27.58,27.67,24.61,13F,2027-05-02,2027-06-13
1859,CHRS,HEALTH CARE,12072187,155851000,0,0,1836,"153,332",0.01,0.1559,Q2 2015,17.64,12.91,8.27,13F,2027-05-03,2027-06-14
1860,AMSF,FINANCE,3136639,155797000,0,0,1837,"3,432",,0.1623,Q4 2009,63.71,49.67,46.98,13F,2027-05-04,2027-06-15
1861,FIZZ,CONSUMER STAPLES,3574067,155471000,0,0,1838,"14,552",,0.0383,Q3 2011,47.92,43.5,48.28,13F,2027-05-05,2027-06-16
1862,TMST,MATERIALS,7093194,155199000,0,0,1839,"177,699",-0.02,0.1521,Q3 2014,16.04,21.88,17.42,13F,2027-05-06,2027-06-17
1863,SONY,CONSUMER DISCRETIONARY,1510796,155174000,0,0,1840,"11,272",,0.0012,Q4 2015,75.73,102.71,81.1,13F,2027-05-07,2027-06-18
1864,SAVE,TRANSPORTS,7090197,155062000,0,0,1841,"1,078,384",-0.13,0.0653,Q2 2011,36.8,21.87,23.77,13F,2027-05-08,2027-06-19
1865,FCEL,INDUSTRIALS,37989648,154997764,0,0.01,1842,"3,641,883",0.1,0.0983,-,,,3.78,13G,2027-05-09,2027-06-20
1866,TUP,CONSUMER DISCRETIONARY,7938206,154398000,0,0,1843,404,,0.1732,Q2 2009,43.68,19.45,6.22,13F,2027-05-10,2027-06-21
1867,NVTA,HEALTH CARE,19372228,154397000,0,0.01,1844,"1,887,443",0.1,0.0845,Q1 2015,24.4,7.97,2.81,13F,2027-05-11,2027-06-22
1868,TOWN,FINANCE,5151219,154227000,0,0,1845,"316,304",0.06,0.0997,Q4 2010,30.66,29.94,26.71,13F,2027-05-12,2027-06-23
1869,MNTV,INFORMATION TECHNOLOGY,9477017,154097000,0,0,1846,"625,091",0.07,0.0632,Q3 2018,17.89,16.26,8.62,13F,2027-05-13,2027-06-24
1870,VIRT,FINANCE,4132441,153810000,0,0,1847,"236,981",-0.05,0.0392,Q2 2015,20.84,37.22,21.04,13F,2027-05-14,2027-06-25
1871,GFF,INDUSTRIALS,7674318,153717000,0,0.01,1848,"181,416",0.02,0.1346,Q1 2009,22.13,20.03,26.18,13F,2027-05-15,2027-06-26
1872,CEVA,INFORMATION TECHNOLOGY,3779592,153641000,0,0,1849,"51,759",0.01,0.1629,Q4 2010,36.39,40.65,34.25,13F,2027-05-16,2027-06-27
1873,BKE,CONSUMER DISCRETIONARY,4640564,153323000,0,0.01,1850,"82,175",-0.01,0.0926,Q2 2009,20.19,33.04,26.86,13F,2027-05-17,2027-06-28
1874,BCOR,COMMUNICATIONS,7841572,153304000,0,0,1851,"7,717",,0.166,Q4 2010,20.73,19.55,17.85,13F,2027-05-18,2027-06-29
1875,AORT,HEALTH CARE,7164543,153180000,0,0,1852,"16,538",,0.1782,Q4 2013,20.66,,18.29,13F,2027-05-19,2027-06-30
1876,ADTN,INFORMATION TECHNOLOGY,8292542,152998000,0,0,1853,"152,474",0.01,0.1682,Q4 2008,19.16,18.45,19.22,13F,2027-05-20,2027-07-01
1877,NWS,COMMUNICATIONS,6777900,152639000,0,0,1854,"161,170",-0.02,0.0344,Q3 2013,14.4,22.52,15.51,13F,2027-05-21,2027-07-02
1878,STM,INFORMATION TECHNOLOGY,3530155,152573000,0,0,1855,"318,347",0.09,0.0039,Q3 2020,39.04,43.22,32.04,13F,2027-05-22,2027-07-03
1879,NKLA,FINANCE,14234148,152449000,0,0,1856,"508,920",-0.03,0.0338,Q2 2018,16.64,10.71,5.29,13F,2027-05-23,2027-07-04
1880,ALV,CONSUMER DISCRETIONARY,1994029,152425000,0,0,1857,"113,949",0.06,0.0228,Q2 2008,80,76.44,72.35,13F,2027-05-24,2027-07-05
1881,CCSI,INFORMATION TECHNOLOGY,2533421,152334000,0,0,1858,75,,0.1266,Q4 2021,57.87,60.13,46.02,13F,2027-05-25,2027-07-06
1882,HSC,INDUSTRIALS,12438913,152252000,0,0.01,1859,"294,566",-0.02,0.1566,Q2 2009,15.06,12.24,5.8,13F,2027-05-26,2027-07-07
1883,REET,FINANCE,5204339,152019000,0,0,1860,"987,459",0.23,,Q4 2015,28.92,29.21,23.78,13F,2027-05-27,2027-07-08
1884,SCHN,MATERIALS,2922610,151801000,0,0,1861,"625,439",-0.17,0.1073,Q1 2009,24.8,51.94,33.36,13F,2027-05-28,2027-07-09
1885,KAI,INDUSTRIALS,781549,151770000,0,0,1862,"7,203",,0.067,Q2 2011,83.63,194.19,181.58,13F,2027-05-29,2027-07-10
1886,BHE,INFORMATION TECHNOLOGY,6052712,151562000,0,0,1863,"216,934",0.03,0.1723,Q4 2009,31.02,25.04,22.3,13F,2027-05-30,2027-07-11
1887,AGIO,HEALTH CARE,5201940,151430000,0,0,1864,"206,596",-0.03,0.0949,Q3 2013,53.33,29.11,22.71,13F,2027-05-31,2027-07-12
1888,OSTK,CONSUMER DISCRETIONARY,3437045,151246000,0,0.01,1865,"92,752",-0.02,0.0805,Q4 2010,36.54,44.01,25.23,13F,2027-06-01,2027-07-13
1889,PACB,HEALTH CARE,16609353,151146000,0,0.01,1866,"40,109",,0.074,Q2 2011,8.88,9.1,4.63,13F,2027-06-02,2027-07-14
1890,KRNT,INFORMATION TECHNOLOGY,1823908,150819000,0,0.01,1867,"87,283",0.05,0.0368,Q1 2017,81.89,82.69,22.17,13F,2027-06-03,2027-07-15
1891,CSIQ,INFORMATION TECHNOLOGY,4257326,150539000,0,0,1868,"483,286",-0.1,0.071,Q4 2015,38.08,35.36,29.41,13F,2027-06-04,2027-07-16
1892,NSTG,HEALTH CARE,4321660,150177000,0,0,1869,"106,743",-0.02,0.0931,Q4 2015,32.13,34.75,13.14,13F,2027-06-05,2027-07-17
1893,LBRDA,COMMUNICATIONS,1142828,149778000,0,0,1870,"43,893",0.03,0.0507,Q4 2014,99.9,131.06,115.2,13F,2027-06-06,2027-07-18
1894,XLI,INDUSTRIALS,1453868,149719000,0,0.01,1871,"787,335",-0.35,,Q2 2012,68.9,102.98,85.5,13F,2027-06-07,2027-07-19
1895,BTU,ENERGY,6095983,149534000,0,0,1872,"32,679",,0.0424,Q2 2017,25.27,24.53,20.7,13F,2027-06-08,2027-07-20
1896,IXN,INFORMATION TECHNOLOGY,2575339,149396000,0,0.01,1873,"839,937",-0.24,,Q2 2011,54.15,58.01,46.5,13F,2027-06-09,2027-07-21
1897,SOLN,UTILITIES AND TELECOMMUNICATIONS,2731886,149188000,0,0,1874,"183,732",-0.06,0.0019,Q3 2019,53.26,54.61,53.36,13F,2027-06-10,2027-07-22
1898,UMC,INFORMATION TECHNOLOGY,16336961,148992000,0,0.01,1875,"1,312,147",-0.07,0.0065,Q3 2018,9.92,9.12,6.62,13F,2027-06-11,2027-07-23
1899,KREF,FINANCE,7219808,148798000,0,0,1876,"43,586",,0.1063,Q2 2017,20.17,20.61,17.69,13F,2027-06-12,2027-07-24
1900,HLIT,INFORMATION TECHNOLOGY,16004878,148685000,0,0,1877,"72,246",,0.1532,Q4 2009,6.05,9.29,9.19,13F,2027-06-13,2027-07-25
1901,CARS,CONSUMER DISCRETIONARY,10301553,148650000,0,0,1878,"1,721",,0.1489,Q2 2017,20.03,14.43,9.66,13F,2027-06-14,2027-07-26
1902,AOSL,INFORMATION TECHNOLOGY,3365123,147829853,0,0,1879,"1,904,146",1.3,0.1243,-,,,34.16,13G,2027-06-15,2027-07-27
1903,LMAT,HEALTH CARE,3175432,147562000,0,0,1880,"28,008",,0.1447,Q3 2015,32.31,46.47,46.49,13F,2027-06-16,2027-07-28
1904,NEE+O,ENERGY,2379479,147028000,0,0,1881,"155,903",-0.06,,Q3 2019,51.75,61.79,57.97,13F,2027-06-17,2027-07-29
1905,USHY,FINANCE,3773776,146650000,0,0.01,1882,"1,722,450",-0.31,,Q3 2019,41.17,38.86,35,13F,2027-06-18,2027-07-30
1906,HWKN,MATERIALS,3187033,146286000,0,0,1883,"13,459",,0.1506,Q4 2010,38.53,45.9,33.9,13F,2027-06-19,2027-07-31
1907,RIOT,HEALTH CARE,6886265,145783000,0,0,1884,"1,146,097",0.19,0.0509,Q1 2017,29.11,21.17,5.32,13F,2027-06-20,2027-08-01
1908,ARCH,ENERGY,1058525,145422000,0,0,1885,"24,684",-0.02,0.0684,Q4 2016,66.12,137.38,135.87,13F,2027-06-21,2027-08-02
1909,TME,INFORMATION TECHNOLOGY,29826915,145258000,0,0,1886,"1,729,769",0.06,0.0356,Q1 2019,13.96,4.87,4.26,13F,2027-06-22,2027-08-03
1910,GES,CONSUMER DISCRETIONARY,6628221,144827000,0,0,1887,"211,591",0.03,0.1112,Q3 2008,13.63,21.85,17,13F,2027-06-23,2027-08-04
1911,KYMR,HEALTH CARE,3419084,144698000,0,0.01,1888,"21,544",,0.0661,Q3 2020,50.46,42.32,23.97,13F,2027-06-24,2027-08-05
1912,JXN,FINANCE,3268932,144584000,0,0,1889,"164,147",-0.04,0.0379,Q3 2021,28.22,44.23,23.78,13F,2027-06-25,2027-08-06
1913,ABEV,CONSUMER STAPLES,44734818,144494000,0,0,1890,"7,564,065",0.2,0.0028,Q4 2013,3.48,3.23,2.69,13F,2027-06-26,2027-08-07
1914,MFA,REAL ESTATE,8946530.75,144219000,0,0,1891,"699,346",-0.07,0.3493,Q3 2008,9.32,16.12,10.98,13F,2027-06-27,2027-08-08
1915,RDNT,HEALTH CARE,6423391,143693000,0,0,1892,"13,030",,0.1143,Q2 2014,15.11,22.37,18.37,13F,2027-06-28,2027-08-09
1916,SPB,CONSUMER STAPLES,1613141,143117000,0,0,1893,"81,812",-0.04,0.0396,Q2 2012,199.91,88.72,72.8,13F,2027-06-29,2027-08-10
1917,USNA,CONSUMER STAPLES,1801315,143115000,0,0,1894,"1,681",,0.0939,Q4 2010,78.7,79.45,65.12,13F,2027-06-30,2027-08-11
1918,CDNA,HEALTH CARE,3867696,143065000,0,0,1895,"34,666",,0.0727,Q1 2017,27.48,36.99,23.27,13F,2027-07-01,2027-08-12
1919,GCO,CONSUMER DISCRETIONARY,2248694,143040000,0,0,1896,"78,419",-0.03,0.1638,Q2 2009,49.94,63.61,50.85,13F,2027-07-02,2027-08-13
1920,CRSP,HEALTH CARE,2278774,143038000,0,0,1897,"1,007,246",0.79,0.0294,Q3 2017,63.69,62.77,81.91,13F,2027-07-03,2027-08-14
1921,MSGE,COMMUNICATIONS,1715975,142956000,0,0,1898,"58,201",-0.03,0.0628,Q2 2020,77.28,83.31,51.61,13F,2027-07-04,2027-08-15
1922,VGK,FINANCE,2290120,142629000,0,0,1899,"107,022",-0.04,,Q4 2015,52.94,62.28,50.58,13F,2027-07-05,2027-08-16
1923,PCGU,UTILITIES AND TELECOMMUNICATIONS,1266028,142352000,0,0,1900,"86,192",-0.06,0.0049,Q3 2020,101.49,112.44,96.92,13F,2027-07-06,2027-08-17
1924,FDP,CONSUMER STAPLES,5492554,142314000,0,0,1901,"45,566",,0.1149,Q4 2008,41.87,25.91,29.69,13F,2027-07-07,2027-08-18
1925,CBZ,INDUSTRIALS,3389483,142257000,0,0,1902,"30,898",,0.065,Q1 2011,16.75,41.97,39.89,13F,2027-07-08,2027-08-19
1926,VREX,HEALTH CARE,6670796,142021000,0,0.01,1903,"5,459",,0.1676,Q1 2017,31.06,21.29,21.28,13F,2027-07-09,2027-08-20
1927,ISEE,HEALTH CARE,8433254,141932000,0,0,1904,"41,384",,0.0724,Q4 2013,7.84,16.83,11.5,13F,2027-07-10,2027-08-21
1928,PING,INFORMATION TECHNOLOGY,5171527,141856000,0,0,1905,"116,619",-0.02,0.0606,Q3 2019,25.15,27.43,17.61,13F,2027-07-11,2027-08-22
1929,APPF,INFORMATION TECHNOLOGY,1249390,141444000,0,0,1906,229,,0.0623,Q1 2016,69.13,113.21,93.07,13F,2027-07-12,2027-08-23
1930,PRTA,CONSUMER STAPLES,3861586,141218000,0,0,1907,"10,714",,0.0825,Q2 2013,42.71,36.57,30.5,13F,2027-07-13,2027-08-24
1931,SMP,CONSUMER DISCRETIONARY,3271994,141153000,0,0,1908,"37,157",0.01,0.1499,Q4 2010,48.61,43.14,45,13F,2027-07-14,2027-08-25
1932,NKTR,HEALTH CARE,26114515,140757000,0,0.01,1909,"557,288",-0.02,0.1402,Q2 2009,21.13,5.39,3.41,13F,2027-07-15,2027-08-26
1933,BHP,ENERGY,1821564,140716000,0,0,1910,"283,915",0.18,0.0007,Q1 2011,68.36,77.25,48.24,13F,2027-07-16,2027-08-27
1934,DHC,REAL ESTATE,43911749,140518000,0,0,1911,"992,721",-0.02,0.1837,Q4 2009,14.04,3.2,1.7,13F,2027-07-17,2027-08-28
1935,CERT,INFORMATION TECHNOLOGY,6540553,140491000,0,0,1912,"74,266",0.01,0.0409,Q4 2020,29.53,21.48,21.02,13F,2027-07-18,2027-08-29
1936,IHRT,COMMUNICATIONS,7414980,140365000,0,0,1913,"59,441",,0.0613,Q3 2019,15.75,18.93,6.43,13F,2027-07-19,2027-08-30
1937,USRT,REAL ESTATE,2160230,139658000,0,0.01,1914,"1,310,405",-0.37,,Q1 2016,48.37,64.65,52.69,13F,2027-07-20,2027-08-31
1938,MCY,FINANCE,2534551,139401000,0,0,1915,"126,512",0.05,0.0458,Q2 2009,60,55,43.23,13F,2027-07-21,2027-09-01
1939,DOOR,CONSUMER DISCRETIONARY,1566824,139355000,0,0,1916,"26,842",-0.01,0.0694,Q2 2014,79.59,88.94,81.66,13F,2027-07-22,2027-09-02
1940,MRO(CALL),ENERGY,5549400,139344000,0,,1917,"5,549,400",,,Q1 2022,,,20.41,13F,2027-07-23,2027-09-03
1941,DBI,CONSUMER DISCRETIONARY,10279271,138873000,0,0,1918,"93,776",,0.1642,Q2 2009,18.38,13.51,13.04,13F,2027-07-24,2027-09-04
1942,VTOL,TRANSPORTS,3745175,138871000,0,0,1919,"22,633",,0.1323,Q1 2013,22.23,37.08,22.52,13F,2027-07-25,2027-09-05
1943,MAG,MATERIALS,9813108,138855478,0,0,1920,"9,142,530",13.63,0.0994,-,,,10.74,13G,2027-07-26,2027-09-06
1944,VIR,HEALTH CARE,5396184,138790000,0,0.01,1921,"88,135",0.01,0.0408,Q4 2019,35.76,25.72,28.62,13F,2027-07-27,2027-09-07
1945,UTL,UTILITIES AND TELECOMMUNICATIONS,2775847,138459000,0,0,1922,"4,189",,0.1732,Q4 2010,49.03,49.88,59.2,13F,2027-07-28,2027-09-08
1946,AXL,CONSUMER DISCRETIONARY,17829647,138357000,0,0,1923,"20,373",,0.1557,Q1 2010,15.71,7.76,7.49,13F,2027-07-29,2027-09-09
1947,ATEN,INFORMATION TECHNOLOGY,9684878,138300058,0,0,1924,"5,103,912",1.11,0.1277,-,,,13.4,13G,2027-07-30,2027-09-10
1948,SHLS,ENERGY,13831984,138043200,0,0.01,1925,"5,145,109",-0.27,0.1231,-,,,16.34,13G,2027-07-31,2027-09-11
1949,KELYA,INDUSTRIALS,6361537,137983000,0,0,1926,"17,749",,0.1841,Q2 2009,22.05,21.69,19.48,13F,2027-08-01,2027-09-12
1950,MATV,MATERIALS,5017304,137975000,0,0,1927,"19,903",,0.1605,Q4 2009,40.84,27.5,19.46,13F,2027-08-02,2027-09-13
1951,NTGR,INFORMATION TECHNOLOGY,5588137,137917000,0,0,1928,"165,385",0.03,0.1942,Q4 2009,46.5,24.68,18.48,13F,2027-08-03,2027-09-14
1952,UHT,REAL ESTATE,2355806,137508000,0,0,1929,"47,899",-0.01,0.1709,Q4 2009,68.67,58.37,50.74,13F,2027-08-04,2027-09-15
1953,TELL,ENERGY,25830587,136902000,0,0,1930,"79,911",,0.0455,Q1 2017,4.77,5.3,3.07,13F,2027-08-05,2027-09-16
1954,FSR,FINANCE,10608380,136849000,0,0,1931,"426,510",-0.03,0.0643,Q4 2020,17.82,12.9,9.39,13F,2027-08-06,2027-09-17
1955,BVN,MATERIALS,13577900,136730000,0,0,1932,"88,724",,0.0494,Q3 2008,12.86,10.07,5.89,13F,2027-08-07,2027-09-18
1956,NVS,HEALTH CARE,1556539,136587000,0,0,1933,"240,710",0.18,0.0006,Q2 2016,86.32,87.75,82.6,13F,2027-08-08,2027-09-19
1957,DK,ENERGY,6436436,136582000,0,0,1934,"10,607",,0.0729,Q2 2011,23.08,21.22,21.9,13F,2027-08-09,2027-09-20
1958,JELD,INDUSTRIALS,6726331,136410000,0,0,1935,"127,102",-0.01,0.0772,Q1 2017,30.72,20.28,15.52,13F,2027-08-10,2027-09-21
1959,TALO,ENERGY,8807427,136250896,0,0,1936,"1,135,813",0.14,0.1067,-,,,13.27,13G,2027-08-11,2027-09-22
1960,RVMD,HEALTH CARE,5340288,136230000,0,0,1937,"134,931",-0.02,0.0719,Q1 2020,32.66,25.51,23.36,13F,2027-08-12,2027-09-23
1961,KKRPC,FINANCE,1832910,136204000,0,0,1938,"123,631",-0.06,,Q4 2021,93.15,74.31,59.08,13F,2027-08-13,2027-09-24
1962,ESRT,REAL ESTATE,13849121,135997000,0,0,1939,"765,004",-0.05,0.0831,Q4 2013,16.55,9.82,7.23,13F,2027-08-14,2027-09-25
1963,ICFI,INDUSTRIALS,1441685,135720000,0,0,1940,"15,510",-0.01,0.0767,Q1 2010,53.61,94.14,90.15,13F,2027-08-15,2027-09-26
1964,WTM,FINANCE,119354,135613000,0,0,1941,344,,0.04,Q1 2009,909.4,1136.24,1234.67,13F,2027-08-16,2027-09-27
1965,SHC,HEALTH CARE,6252520,135429000,0,0,1942,"439,762",0.07,0.0221,Q4 2020,26.34,21.66,17.98,13F,2027-08-17,2027-09-28
1966,HMST,FINANCE,2856072,135322000,0,0,1943,"74,555",-0.02,0.1527,Q2 2012,27.77,47.38,34.73,13F,2027-08-18,2027-09-29
1967,PHG,INDUSTRIALS,4430980,135277000,0,0,1944,"1,655,150",0.59,0.0049,Q1 2017,36.69,30.53,20.45,13F,2027-08-19,2027-09-30
1968,JRVR,FINANCE,5465363,135211000,0,0,1945,"81,613",0.01,0.1459,Q1 2015,40.28,24.74,21.26,13F,2027-08-20,2027-10-01
1969,ANGO,HEALTH CARE,6273064,135122000,0,0,1946,"6,771",,0.162,Q4 2009,17.94,21.54,20.72,13F,2027-08-21,2027-10-02
1970,MGRC,INDUSTRIALS,1589253,135056000,0,0,1947,"18,000",-0.01,0.0653,Q4 2009,46.78,84.98,75.43,13F,2027-08-22,2027-10-03
1971,GFL,INDUSTRIALS,4132297,134465000,0,0,1948,"1,670,653",0.67,0.0125,Q1 2020,24.97,32.54,24.73,13F,2027-08-23,2027-10-04
1972,XLF,FINANCE,3508461,134445000,0,0.01,1949,"2,517,698",-0.41,,Q2 2014,24.78,38.32,30.74,13F,2027-08-24,2027-10-05
1973,ABTX,FINANCE,3007475,134373000,0,0,1950,"11,922",,0.1476,Q1 2016,36.63,44.68,38.24,13F,2027-08-25,2027-10-06
1974,XPEL,CONSUMER DISCRETIONARY,2917133,133983919,0,0,1951,"190,948",0.07,0.1056,-,,,51.86,13G,2027-08-26,2027-10-07
1975,IYR,REAL ESTATE,1236486,133812000,0,0,1952,"207,018",-0.14,,Q2 2013,85.06,108.22,91.07,13F,2027-08-27,2027-10-08
1976,KXI,CONSUMER STAPLES,2148441,133439000,0,0,1953,"368,365",0.2,,Q2 2011,53.65,62.11,57.75,13F,2027-08-28,2027-10-09
1977,PRDO,CONSUMER DISCRETIONARY,11541916,132500000,0,0,1954,"8,296",,0.1678,Q2 2009,10.71,11.48,11.92,13F,2027-08-29,2027-10-10
1978,AMWD,INDUSTRIALS,2705111,132415000,0,0,1955,"8,521",,0.163,Q2 2011,90.29,48.95,45.33,13F,2027-08-30,2027-10-11
1979,ARR,REAL ESTATE,15738915,132210000,0,0,1956,"145,786",,0.1526,Q2 2011,18.14,8.4,6.76,13F,2027-08-31,2027-10-12
1980,PDFS,INFORMATION TECHNOLOGY,4730831,131850000,0,0,1957,"7,237",,0.128,Q2 2011,18.17,27.87,21.71,13F,2027-09-01,2027-10-13
1981,SKIN,FINANCE,7778389,131300000,0,0,1958,"423,084",0.05,0.0516,Q2 2021,21.49,16.88,12.7,13F,2027-09-02,2027-10-14
1982,SMCI,INFORMATION TECHNOLOGY,3445273,131163000,0,0,1959,"275,725",0.08,0.0664,Q1 2020,30.18,38.07,41.05,13F,2027-09-03,2027-10-15
1983,ZNTL,HEALTH CARE,2842580,131158000,0,0.01,1960,365,,0.061,Q2 2020,53.62,46.14,30,13F,2027-09-04,2027-10-16
1984,RVLV,CONSUMER DISCRETIONARY,2442803,131154000,0,0,1961,"129,730",-0.05,0.06,Q2 2019,58.43,53.69,26.56,13F,2027-09-05,2027-10-17
1985,ZG,COMMUNICATIONS,2717193,131050000,0,0,1962,"69,850",-0.02,0.0452,Q3 2011,66.95,48.23,33.67,13F,2027-09-06,2027-10-18
1986,CDLX,INFORMATION TECHNOLOGY,2371102,130362000,0,0,1963,"23,511",,0.0695,Q1 2018,60.35,54.98,13.71,13F,2027-09-07,2027-10-19
1987,ATSG,TRANSPORTS,3890590,130140000,0,0,1964,"133,021",-0.03,0.0523,Q4 2010,19.17,33.45,27.87,13F,2027-09-08,2027-10-20
1988,EBIX,INFORMATION TECHNOLOGY,3921804,130007000,0,0,1965,"53,459",-0.01,0.1269,Q4 2009,57.35,33.15,18.45,13F,2027-09-09,2027-10-21
1989,SWTX,HEALTH CARE,2303279,129998000,0,0,1966,"58,373",-0.02,0.0466,Q3 2019,55.57,56.44,28.93,13F,2027-09-10,2027-10-22
1990,DCUE,UTILITIES AND TELECOMMUNICATIONS,1273898,129657000,0,0,1967,"86,764",-0.06,,Q2 2019,104.01,101.55,,13F,2027-09-11,2027-10-23
1991,ESGE,FINANCE,3523825,129431000,0,0,1968,"21,503",,,Q4 2016,32.76,36.73,30.92,13F,2027-09-12,2027-10-24
